"","리콜사유","Classification","Part.Type","Specific.Part"
"70","연료파이프 구조 결함으로 인해 파이프가 파열되어 연료 공급 라인에서 연료가 누출될 수 있으며 이로인해 시동정지 및 화재유발의 가능성이 있음","Safety","Fuel System","Fuel Pump"
"71","자동차 앞·뒤 도어에 장착된 도어래치의 내부 스프링이 이탈되어 차문이 정상적으로 닫히지 않거나 주행 중 열릴 가능성","Safety","Body/Chassis","Unknown"
"72","전동식 앞 시트의 높이 조절용 액츄에이터 볼트가 헐거워지거나 이탈되는 현상이 발생","Safety","Seats and Interior","Seats"
"73","프로그램 오류로 전방 턴시그널이 정상 작동하지 않을 수 있는 가능성 발견","Safety","Other","Unknown"
"74","후드레치 2차 걸쇠 제작결함으로 엔진 후드 패널과 후드 2차 걸쇠 사이에서 오염 물질, 부식 등으로 인해 후드가 완전히 닫히지 않을 수 있는 가능성이 있음","Safety","Engine","Engine"
"75","차량이 일정 거리를 주행한 이후 컨트롤 유닛 내부 이상으로 인해 전동식 파워 스티어링 조향 보조 기능이 비활성화 될 수 있음","Safety","Steering","Unknown"
"76","특정기간에 제작된 타이밍 체인 텐셔너 가스켓의 재질적인 공차로 인하여 타이밍 체인의 프리 텐션에 부정적인 영향을 주어 체인텐셔너 가스켓의 엔진 오일 실링 기능이 저하될 뿐만 아니라 체인 텐셔너가 풀릴수 도 있음","Safety","Engine","Engine"
"77","일부 노후 차량에서 유격 발생에 의한 볼조인트 이탈","Safety","Other","Unknown"
"78","연료소비율 안전기준(제111조의4) 부적합","Safety","Fuel System","Fuel Pump"
"79","롤오버 밸브와 벤틸레이션 라인 연결부위에 균열이 발생하여 연료가 누유되는 경우 화재가 발생할 수 있어 안전운행에 지장","Safety","Fuel System","Fuel Pump"
"80","차동장치 결함으로 엔진의 힘이 바퀴로 전달되지 않아 주행이 되지 않을 수 있어 안전운행 지장","Safety","Engine","Engine"
"81","엔진 점화장치의 배선과 연료탱크의 마찰로 배선 일부가 손상되어 주행 중 시동이 꺼져 안전운행에 지장을 줄 가능성","Safety","Engine","Engine"
"82","운전석 옆 좌석 에어백 내부 결함*으로 에어백 전개 시 비정상적으로 전개되어 안전운행에 지장을 줄 가능성","Safety","Seats and Interior","Unknown"
"83","특정 기간 동안 제조사의 에어백 포장 설비의 작동 프로그램 오류로 인해 장비 내 에어백 위치가 부적절한 상태로 에어백이 포장되어, 에어백 전개시, 적절하게 전개되지 않거나 에어백이 찢어질 가능성이 있습니다.","Safety","Interior Safety","Unknown"
"84","연료필터와 연료공급호스를 연결하는 부품의 설계 결함으로 호스가 이탈되어 연료가 샐 경우 시동 꺼짐 및 화재발생 가능성 발견","Safety","Fuel System","Fuel Pump"
"85","배선 설계 오류로 인해 예비전원이 공급되지 않을 경우, P단 기어 변속과 주차브레이크가 작동하지 않아 경사로 등에서 주·정차시 차량이 움직이며 사고가 발생할 가능성 발견","Safety","Brakes","Brakes"
"86","브레이크 액츄에이터(유압조정장치) 제작결함으로 인해 차량 안정성이 저하되고 제동거리가 늘어날 가능성","Safety","Brakes","Brakes"
"87","엔진컨트롤유닛(ECU) 내부 부품 (과전류 보호 소자)의 열화로 인해 변속기의 샤프트 속도 센서로의 전원 공급이 차단되어 변속이 불가해진다.","Safety","Engine","Engine"
"88","특정 대상차량에 파노라믹 선루프 접착제가 제대로 도포되지 않은 경우 약간의 누수가 발생할 수 있습니다. 윈도우 에어백 근처에 습기가 차게 되면, 이로 인한 점화 장치 손상이 발생할 수 있고 이는 윈도우 에어백이 의도대로 전개되지 않을 수 있습니다.","Safety","Interior Safety","Unknown"
"89","냉각수 라인 작업 후 추가된 에어빼기 작업을 정확하게 준수 하여 작업하지 않을 경우 에어빼기가 정상적으로 이루어지지 않아 냉각수 온도 센서가 실제 냉각수 온도가 아닌 공기의 온도를 측정하게 되어 엔진 ECU에서 엔진 과열방지 시스템이 늦게 작동함으로 인하여 엔진이 과열되어 엔진 오일섬프 변형을 유발할 수 있으며 그로 인하여 엔진오일 드레인 코크에서 엔진오일이 누유 되어 따라오는 차량의 안전운행에 지장을 줄 수 있으며 엔진오일 누유로 엔진오일이 소진된 상태에서 주행을 할 경우 엔진이 파손되고 그로 인해 엔진 시동이 꺼질 수 있는 가능성","Safety","Engine","Engine"
"90","후드 2차 잠금장치의 제작결함으로 후드걸쇠장치가 열린 상태로 주행할 경우 2차 잠금장치가 제대로 작동되지 않아 주행 중 후드가 열려 안전운행에 지장을 줄 가능성 발견","Safety","Other","Unknown"
"91","시동 버튼을 누른 후 원위치로 복원되지 않아 심한 요철 등 험로 주행시 차량 진동에 의해 비상정지 기능이 작동되어 시동이 꺼질 가능성이 발견","Safety","Other","Unknown"
"92","조수석 승객감지 시스템 컨트롤 유닛의 소프트웨어 알고리즘 오류로 조수석에 탑승객을 인지 못하여 에어백이 정상적으로 작동하지 않을 가능성이 있음","Safety","Interior Safety","Unknown"
"93","주유 경고등이 연료가 다 사용되었음에도 작동하지 않아 주행 중 예기치 않게 시동이 꺼질 가능성이 있음","Safety","Fuel System","Fuel Pump"
"94","간헉적인 엔진RPM 불안정이 있을 수 있으며, 드물게 시동이 꺼질 수 있음","Safety","Engine","Engine"
"95","엔진 컨트롤 모듈과 연료 분사 컨트롤 모듈 간의 과도한 접지 전압 차이로 인해 연료 분사 신호 전달이 불안정할 가능성이 있음","Safety","Engine","Engine"
"96","소화기가 설치되어 있지 않아 자동차안전기준 제75조 위반","Safety","Electrical","Unknown"
"97","연료탱크 제조사에서 연료탱크 제조시 사출 과정 중 하자로 인해 연료탱크 상단 부 (연료 주입관)에서 연료가 누유될수 있는 결함이 발견되었음.","Safety","Fuel System","Fuel Pump"
"98","리어 스포일러를 고정하기 위한 볼트가 정상적으로 장착되지 않을 가능성을 발견하였습니다.","Safety","Other","Unknown"
"99","엔진룸 덮개(후드)에 달린 잠금장치의 강도가 약하게 제작되어 파손될 수 있으며, 이로 인하여 주행 중 엔진룸 덮개가 열릴 가능성","Safety","Engine","Engine"
"100","사고 시 빠른 속도로 안전벨트를 승객의 몸쪽으로 당겨 부상을 예방하는 장치인 안전벨트 프리텐셔너(뒷자석 좌측)가 작동하지 않을 가능성","Safety","Interior Safety","Unknown"
"101","자동차 전기장치의 전류를 일정하게 유지시켜 주는 장치인 전류제한기가 특정조건(엔진이 고장난 상황에서 시동을 계속 거는 경우 등)에서 과열되어 화재가 발생할 가능성","Safety","Engine","Engine"
"102","엔진오일 누출를 방지하는 마개(크랭크 리어 오일씰)가 제대로 밀착되지 않아 엔진오일이 누출될 수 있으며, 이로 인하여 주행 중 시동꺼짐이 발생할 가능성","Safety","Engine","Engine"
"103","후방 브레이크 캘리퍼에 오일을 공급하는 케이블이 주변 부품과 간섭으로 인하여 파손될 경우 오일이 누유되어 후방 브레이크가 작동하지 않을 가능성","Safety","Brakes","Brakes"
"104","좌석안전띠 부착장치 강도가 충분하지 않아 충돌 시 운전자와 동승자를 보호하지 못할 가능성","Safety","Seats and Interior","Unknown"
"105","전조등(하향등)의 광축조절장치 설정 오류로 전조등이 비추는 면적이 좁아 야간 운행시 안전운행에 지장을 줄 가능성","Safety","Lighting","Headlights"
"106","프로펠라샤프트 부품이 일정거리 이상 주행후 조인트 부분이 파손될 가능성이 있음","Safety","Other","Unknown"
"107","엔진 흡배기 밸브 태핏 결함으로 주행중 엔진이 멈출 가능성","Safety","Engine","Engine"
"108","차량 제작 공정상의 과정에서 휠 고정볼트를 규정된 조임 토크(140Nm)보다 강하게(240Nm) 조립 되었습니다.","Safety","Wheels","Unknown"
"109","운전석 브레이크 페달 브라켓의 리벳의 강도가 불충분하여, 고정력이 약화 되었을 가능성이 있음을 발견하였습니다.","Safety","Brakes","Brakes"
"110","오류가 있는 정비 지침서에 따라 뒷차축 지지대의 고정볼트를 푼 후 이를 재사용하였을 경우 주행 중 고정볼트가 풀려 안전 운행에 지장을 줄 가능성","Safety","Other","Unknown"
"111","SM6 차량의 브레이크 리저버 탱크 캡 내부의 공기통로가 특이한 조건에서 막힐 수 있으며 이로 인하여 브레이크의 첫번째 작동시 간헐적으로 페달을 평상시보다 깊숙히 밟아야 원하는 제동력을 얻을 수 있음.","Safety","Brakes","Brakes"
"112","배터리 점프 시동 소켓이 장착된 유니목 차량에서 생산 시 오류로 배터리 점프 시동 소켓의 배선이 반대 방향으로 조립되어 있을 수 있습니다","Safety","Electrical","Unknown"
"113","파워스티어링 컨트롤 모듈이 스티어링 기어 전동 모터의 위치 센서값의 편차를 감지하여 매뉴얼 모드로 전환되어 저속 주행시 조향 조작에 과도한 힘이 필요할 수 있음","Safety","Steering","Unknown"
"114","운전자 에어백 인플레이터의 용접이 잘못되어 미세한 균열이 생길 수 있으며, 균열부위로 에어백 내부의 가스가 샐 경우, 사고 시 에어백이 충분히 펼쳐지지 않을 가능성","Safety","Interior Safety","Unknown"
"115","브레이크액 저장장치 마개에 경고문구가 제대로 표기되어있지 않아 자동차안전기준 위반(FMVSS 135조 기준 부적합_한미FTA 대상)","Safety","Brakes","Brakes"
"116","인터쿨러와 터보차저 사이의 연결호스가 주행 중 빠져 시동이 꺼저 안전운행에 지장","Safety","Other","Unknown"
"117","조수석 내부 퓨즈박스의 일부 퓨즈들이 정상적으로 장착되지않아 선루프, 에어백, 계기판, 와이퍼 등이 작동되지 않을 가능성","Safety","Electrical","Unknown"
"118","후미등, 제동등 안전기준 위반(광도초과)","Safety","Electrical","Unknown"
"119","체인 어저스터의 구조적 결함으로 인하여 작동시 발생되는 저항을 완벽하게 견디지 못해 체인 어져스터 조절 볼트 접점 부위에 변형외 발생됨","Safety","Other","Unknown"
"120","파워핸들 유압호스 연결부위(유니언)가 규정된 조임 압력보다 낮게 조립되어 운행 중 유압오일이 누유 되어 핸들 조작이 어려워져 안전운행에 지장","Safety","Other","Unknown"
"121","변속기(CVT) 결함으로 가속이 되지않는 등 운전자의 의도대로 작동이 되지않아 안전운행에 지장","Safety","Drivetrain","Unknown"
"122","보조 브레이크액 탱크에 공기기포가 생겨 제동거리가 길어질 가능성이 있어 안전운행에 지장","Safety","Brakes","Brakes"
"123","엔진후드의 보조 걸쇠 볼트를 규정보다 작게 조립하여 운행중 엔진 후드가 열려 안전운행에 지장","Safety","Engine","Engine"
"124","등속조인트 고무커버가 갈라져 그리스 누출로 인한 소음과 진동이 발생하여 안전운행에 지장","Safety","Other","Unknown"
"125","자동변속기의 기어 변환(P↔R, R↔N, N↔D 등)이 되지 않을 수 있어 안전운행에 지장","Safety","Drivetrain","Unknown"
"126","국내에 2016.01 판매된 오텍뉴파워 내장탑차 및 오텍뉴파워 냉동탑차의 최대적재량이 7톤으로 잘못 산정하여 적차시 후 축하중이 10톤을 초과하는 결함을 확인하였습니다. 그로인해 '자동차 및 자동차부품의 성능과 기준에 관한 규칙 제6조 (차량총중량등) 제1항'을 위반하였습니다.","Safety","Other","Unknown"
"127","(건조제없는 인플레이터)충돌로 인한 에어백(일본 타카타社 부품) 전개시 인플레이터의 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 운전자 등에게 상해를 입힐 가능성","Safety","Interior Safety","Unknown"
"128","(건조제 없는 인플레이터)충돌로 인한 동승자석 에어백(일본 다카타社 부품)전개 시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 동승자 등에게 상해를 입힐 가능성","Safety","Interior Safety","Unknown"
"129","(건조제 없는 인플레이터)충돌로 인한 조수석 에어백(일본 타카타社 부품) 전개시 과도한 폭발압력으로 발생한 내부 부품의 금속 파편이 승객 등에게 상해를 입힐 가능성 발견","Safety","Interior Safety","Unknown"
"130","앞 승객석 에어백 제작업체인 TAKATA사의 제조 공정상의 문제로 인하여 고온, 다습 및 고온순환에 장기간 노출될 경우 에어백 전개시 인프레이터의 구조물의 파열 가능성.","Safety","Interior Safety","Unknown"
